resultId,raceId,driverId,constructorId,grid,position,year,round,circuitId,date,dob,driver_age,driver_experience,driver_constructor_experience,driver_wins,constructor_wins,driver_points,driver_standing,constructor_points,constructor_standing,circuit_danger
21932,891,20,9,2,1.0,2013,11,13,2013-08-25,1987-07-03,26,111,85,30.0,9.0,172.0,1.0,312.0,1.0,1.33333
21939,891,154,208,7,8.0,2013,11,13,2013-08-25,1986-04-17,27,36,29,0.0,2.0,49.0,8.0,187.0,4.0,1.33333
21944,891,807,15,11,13.0,2013,11,13,2013-08-25,1987-08-19,26,49,10,0.0,0.0,7.0,15.0,7.0,8.0,1.33333
21948,891,813,3,17,17.0,2013,11,13,2013-08-25,1985-03-09,28,49,49,1.0,0.0,1.0,16.0,1.0,9.0,1.33333
21942,891,815,1,13,11.0,2013,11,13,2013-08-25,1990-01-26,23,48,10,0.0,8.0,18.0,12.0,65.0,5.0,1.33333
21941,891,817,5,19,10.0,2013,11,13,2013-08-25,1989-07-01,24,41,30,0.0,0.0,11.0,14.0,24.0,7.0,1.33333
21943,891,818,5,18,12.0,2013,11,13,2013-08-25,1990-04-25,23,30,30,0.0,0.0,13.0,13.0,25.0,7.0,1.33333
21950,891,820,206,16,19.0,2013,11,13,2013-08-25,1991-04-21,22,10,10,0.0,0.0,0.0,22.0,0.0,10.0,1.33333
21945,891,821,15,21,14.0,2013,11,13,2013-08-25,1991-08-05,22,10,10,0.0,0.0,0.0,18.0,7.0,8.0,1.33333
21946,891,822,3,20,15.0,2013,11,13,2013-08-25,1989-08-28,23,10,10,0.0,1.0,0.0,17.0,1.0,9.0,1.33333
21947,891,823,207,14,16.0,2013,11,13,2013-08-25,1985-04-25,28,10,10,0.0,0.0,0.0,21.0,0.0,11.0,1.33333
21949,891,824,206,15,18.0,2013,11,13,2013-08-25,1989-08-03,24,10,10,0.0,0.0,0.0,19.0,0.0,10.0,1.33333
21962,892,1,131,12,9.0,2013,12,14,2013-09-08,1985-01-07,28,121,11,22.0,3.0,139.0,3.0,235.0,2.0,0.66667
21959,892,3,131,6,6.0,2013,12,14,2013-09-08,1985-06-27,28,139,69,3.0,1.0,96.0,6.0,245.0,3.0,0.66667
21955,892,4,6,5,2.0,2013,12,14,2013-09-08,1981-07-29,32,209,69,32.0,11.0,151.0,2.0,218.0,3.0,0.66667
21964,892,8,208,11,11.0,2013,12,14,2013-09-08,1979-10-17,33,188,31,20.0,0.0,134.0,4.0,187.0,4.0,0.66667
21957,892,13,6,4,4.0,2013,12,14,2013-09-08,1981-04-25,32,185,132,11.0,11.0,67.0,7.0,248.0,2.0,0.66667
21969,892,16,10,17,16.0,2013,12,14,2013-09-08,1983-01-11,30,101,84,0.0,0.0,25.0,11.0,61.0,6.0,0.66667
21956,892,17,9,2,3.0,2013,12,14,2013-09-08,1976-08-27,37,209,121,9.0,30.0,115.0,5.0,312.0,1.0,0.66667
21963,892,18,1,9,10.0,2013,12,14,2013-09-08,1980-01-19,33,241,69,15.0,0.0,47.0,9.0,65.0,5.0,0.66667
21954,892,20,9,1,1.0,2013,12,14,2013-09-08,1987-07-03,26,112,86,31.0,9.0,197.0,1.0,352.0,1.0,0.66667
21961,892,154,208,13,8.0,2013,12,14,2013-09-08,1986-04-17,27,37,30,0.0,2.0,53.0,8.0,191.0,4.0,0.66667
21958,892,807,15,3,5.0,2013,12,14,2013-09-08,1987-08-19,26,50,11,0.0,0.0,7.0,15.0,7.0,8.0,0.66667
21967,892,813,3,14,14.0,2013,12,14,2013-09-08,1985-03-09,28,50,50,1.0,0.0,1.0,16.0,1.0,9.0,0.66667
21965,892,815,1,8,12.0,2013,12,14,2013-09-08,1990-01-26,23,49,11,0.0,8.0,18.0,12.0,66.0,5.0,0.66667
21960,892,817,5,7,7.0,2013,12,14,2013-09-08,1989-07-01,24,42,31,0.0,0.0,12.0,14.0,25.0,7.0,0.66667
21970,892,819,207,20,17.0,2013,12,14,2013-09-08,1990-02-15,23,31,11,0.0,0.0,0.0,20.0,0.0,11.0,0.66667
21973,892,820,206,22,20.0,2013,12,14,2013-09-08,1991-04-21,22,11,11,0.0,0.0,0.0,22.0,0.0,10.0,0.66667
21966,892,821,15,16,13.0,2013,12,14,2013-09-08,1991-08-05,22,11,11,0.0,0.0,0.0,18.0,17.0,8.0,0.66667
21968,892,822,3,18,15.0,2013,12,14,2013-09-08,1989-08-28,24,11,11,0.0,1.0,0.0,17.0,1.0,9.0,0.66667
21971,892,823,207,19,18.0,2013,12,14,2013-09-08,1985-04-25,28,11,11,0.0,0.0,0.0,21.0,0.0,11.0,0.66667
21972,892,824,206,21,19.0,2013,12,14,2013-09-08,1989-08-03,24,11,11,0.0,0.0,0.0,19.0,0.0,10.0,0.66667
21980,893,1,131,5,5.0,2013,13,15,2013-09-22,1985-01-07,28,122,12,22.0,3.0,141.0,3.0,245.0,3.0,2.15385
21979,893,3,131,2,4.0,2013,13,15,2013-09-22,1985-06-27,28,140,70,3.0,1.0,104.0,6.0,267.0,3.0,2.15385
21977,893,4,6,7,2.0,2013,13,15,2013-09-22,1981-07-29,32,210,70,32.0,11.0,169.0,2.0,248.0,2.0,2.15385
21978,893,8,208,13,3.0,2013,13,15,2013-09-22,1979-10-17,33,189,32,20.0,0.0,134.0,4.0,191.0,4.0,2.15385
21981,893,13,6,6,6.0,2013,13,15,2013-09-22,1981-04-25,32,186,133,11.0,11.0,79.0,7.0,274.0,2.0,2.15385
21985,893,16,10,15,10.0,2013,13,15,2013-09-22,1983-01-11,30,102,85,0.0,0.0,25.0,11.0,61.0,6.0,2.15385
21990,893,17,9,4,15.0,2013,13,15,2013-09-22,1976-08-27,37,210,122,9.0,31.0,130.0,5.0,352.0,1.0,2.15385
21982,893,18,1,8,7.0,2013,13,15,2013-09-22,1980-01-19,33,242,70,15.0,0.0,48.0,9.0,66.0,5.0,2.15385
21976,893,20,9,1,1.0,2013,13,15,2013-09-22,1987-07-03,26,113,87,32.0,9.0,222.0,1.0,377.0,1.0,2.15385
21984,893,807,15,11,9.0,2013,13,15,2013-09-22,1987-08-19,26,51,12,0.0,0.0,17.0,14.0,17.0,8.0,2.15385
21986,893,813,3,18,11.0,2013,13,15,2013-09-22,1985-03-09,28,51,51,1.0,0.0,1.0,16.0,1.0,9.0,2.15385
21995,893,814,10,17,20.0,2013,13,15,2013-09-22,1986-04-16,27,51,51,0.0,0.0,36.0,10.0,62.0,6.0,2.15385
21983,893,815,1,14,8.0,2013,13,15,2013-09-22,1990-01-26,23,50,12,0.0,8.0,18.0,12.0,76.0,5.0,2.15385
21989,893,818,5,12,14.0,2013,13,15,2013-09-22,1990-04-25,23,32,32,0.0,0.0,13.0,15.0,31.0,7.0,2.15385
21994,893,819,207,19,19.0,2013,13,15,2013-09-22,1990-02-15,23,32,12,0.0,0.0,0.0,20.0,0.0,11.0,2.15385
21992,893,820,206,22,17.0,2013,13,15,2013-09-22,1991-04-21,22,12,12,0.0,0.0,0.0,22.0,0.0,10.0,2.15385
21987,893,821,15,10,12.0,2013,13,15,2013-09-22,1991-08-05,22,12,12,0.0,0.0,0.0,18.0,19.0,8.0,2.15385
21988,893,822,3,16,13.0,2013,13,15,2013-09-22,1989-08-28,24,12,12,0.0,1.0,0.0,17.0,1.0,9.0,2.15385
21991,893,823,207,20,16.0,2013,13,15,2013-09-22,1985-04-25,28,12,12,0.0,0.0,0.0,21.0,0.0,11.0,2.15385
21993,893,824,206,21,18.0,2013,13,15,2013-09-22,1989-08-03,24,12,12,0.0,0.0,0.0,19.0,0.0,10.0,2.15385
22002,894,1,131,2,5.0,2013,14,35,2013-10-06,1985-01-07,28,123,13,22.0,3.0,151.0,3.0,267.0,3.0,3.25
22004,894,3,131,4,7.0,2013,14,35,2013-10-06,1985-06-27,28,141,71,3.0,1.0,116.0,6.0,283.0,3.0,3.25
22003,894,4,6,5,6.0,2013,14,35,2013-10-06,1981-07-29,32,211,71,32.0,11.0,187.0,2.0,274.0,2.0,3.25
21999,894,8,208,9,2.0,2013,14,35,2013-10-06,1979-10-17,33,190,33,20.0,0.0,149.0,4.0,206.0,4.0,3.25
22006,894,13,6,6,9.0,2013,14,35,2013-10-06,1981-04-25,32,187,134,11.0,11.0,87.0,7.0,284.0,2.0,3.25
22017,894,16,10,14,20.0,2013,14,35,2013-10-06,1983-01-11,30,103,86,0.0,0.0,26.0,11.0,62.0,6.0,3.25
22005,894,18,1,11,8.0,2013,14,35,2013-10-06,1980-01-19,33,243,71,15.0,0.0,54.0,9.0,76.0,5.0,3.25
21998,894,20,9,1,1.0,2013,14,35,2013-10-06,1987-07-03,26,114,88,33.0,9.0,247.0,1.0,402.0,1.0,3.25
22000,894,154,208,3,3.0,2013,14,35,2013-10-06,1986-04-17,27,39,32,0.0,2.0,57.0,8.0,239.0,4.0,3.25
22001,894,807,15,7,4.0,2013,14,35,2013-10-06,1987-08-19,26,52,13,0.0,0.0,19.0,13.0,19.0,8.0,3.25
22010,894,813,3,18,13.0,2013,14,35,2013-10-06,1985-03-09,28,52,52,1.0,0.0,1.0,16.0,1.0,9.0,3.25
22007,894,815,1,10,10.0,2013,14,35,2013-10-06,1990-01-26,23,51,13,0.0,8.0,22.0,12.0,81.0,5.0,3.25
22016,894,817,5,12,19.0,2013,14,35,2013-10-06,1989-07-01,24,44,33,0.0,0.0,18.0,14.0,31.0,7.0,3.25
22015,894,818,5,16,18.0,2013,14,35,2013-10-06,1990-04-25,23,33,33,0.0,0.0,13.0,15.0,31.0,8.0,3.25
22011,894,819,207,19,14.0,2013,14,35,2013-10-06,1990-02-15,23,33,13,0.0,0.0,0.0,20.0,0.0,11.0,3.25
22014,894,820,206,21,17.0,2013,14,35,2013-10-06,1991-04-21,22,13,13,0.0,0.0,0.0,22.0,0.0,10.0,3.25
22008,894,821,15,8,11.0,2013,14,35,2013-10-06,1991-08-05,22,13,13,0.0,0.0,0.0,17.0,31.0,7.0,3.25
22009,894,822,3,17,12.0,2013,14,35,2013-10-06,1989-08-28,24,13,13,0.0,1.0,0.0,18.0,1.0,9.0,3.25
22012,894,823,207,20,15.0,2013,14,35,2013-10-06,1985-04-25,28,13,13,0.0,0.0,0.0,21.0,0.0,11.0,3.25
22013,894,824,206,22,16.0,2013,14,35,2013-10-06,1989-08-03,24,13,13,0.0,0.0,0.0,19.0,0.0,10.0,3.25
22027,895,3,131,6,8.0,2013,15,22,2013-10-13,1985-06-27,28,142,72,3.0,1.0,122.0,6.0,287.0,3.0,1.15385
22023,895,4,6,8,4.0,2013,15,22,2013-10-13,1981-07-29,32,212,72,32.0,11.0,195.0,2.0,284.0,2.0,1.15385
22024,895,8,208,9,5.0,2013,15,22,2013-10-13,1979-10-17,33,191,34,20.0,0.0,167.0,3.0,239.0,4.0,1.15385
22029,895,13,6,5,10.0,2013,15,22,2013-10-13,1981-04-25,32,188,135,11.0,11.0,89.0,7.0,297.0,2.0,1.15385
22033,895,16,10,22,14.0,2013,15,22,2013-10-13,1983-01-11,30,104,87,0.0,0.0,26.0,12.0,62.0,6.0,1.15385
22021,895,17,9,1,2.0,2013,15,22,2013-10-13,1976-08-27,37,212,124,9.0,33.0,130.0,5.0,402.0,1.0,1.15385
22028,895,18,1,10,9.0,2013,15,22,2013-10-13,1980-01-19,33,244,72,15.0,0.0,58.0,9.0,81.0,5.0,1.15385
22020,895,20,9,2,1.0,2013,15,22,2013-10-13,1987-07-03,26,115,89,34.0,9.0,272.0,1.0,445.0,1.0,1.15385
22022,895,154,208,4,3.0,2013,15,22,2013-10-13,1986-04-17,27,40,33,0.0,2.0,72.0,8.0,264.0,4.0,1.15385
22025,895,807,15,7,6.0,2013,15,22,2013-10-13,1987-08-19,26,53,14,0.0,0.0,31.0,11.0,31.0,7.0,1.15385
22035,895,813,3,15,16.0,2013,15,22,2013-10-13,1985-03-09,28,53,53,1.0,0.0,1.0,16.0,1.0,9.0,1.15385
22030,895,814,10,12,11.0,2013,15,22,2013-10-13,1986-04-16,27,53,53,0.0,0.0,36.0,10.0,62.0,6.0,1.15385
22034,895,815,1,11,15.0,2013,15,22,2013-10-13,1990-01-26,23,52,14,0.0,8.0,23.0,13.0,83.0,5.0,1.15385
22032,895,817,5,16,13.0,2013,15,22,2013-10-13,1989-07-01,24,45,34,0.0,0.0,18.0,14.0,31.0,8.0,1.15385
22031,895,818,5,17,12.0,2013,15,22,2013-10-13,1990-04-25,23,34,34,0.0,0.0,13.0,15.0,31.0,8.0,1.15385
22037,895,819,207,20,18.0,2013,15,22,2013-10-13,1990-02-15,23,34,14,0.0,0.0,0.0,20.0,0.0,11.0,1.15385
22038,895,820,206,18,19.0,2013,15,22,2013-10-13,1991-04-21,22,14,14,0.0,0.0,0.0,22.0,0.0,10.0,1.15385
22026,895,821,15,14,7.0,2013,15,22,2013-10-13,1991-08-05,22,14,14,0.0,0.0,0.0,17.0,45.0,7.0,1.15385
22036,895,822,3,13,17.0,2013,15,22,2013-10-13,1989-08-28,24,14,14,0.0,1.0,0.0,18.0,1.0,9.0,1.15385
22047,896,1,131,3,6.0,2013,16,68,2013-10-27,1985-01-07,28,125,15,22.0,3.0,161.0,4.0,287.0,3.0,1.66667
22043,896,3,131,2,2.0,2013,16,68,2013-10-27,1985-06-27,28,143,73,3.0,1.0,126.0,6.0,313.0,2.0,1.66667
22052,896,4,6,8,11.0,2013,16,68,2013-10-27,1981-07-29,32,213,73,32.0,11.0,207.0,2.0,297.0,2.0,1.66667
22048,896,8,208,6,7.0,2013,16,68,2013-10-27,1979-10-17,34,192,35,20.0,0.0,177.0,3.0,264.0,4.0,1.66667
22045,896,13,6,5,4.0,2013,16,68,2013-10-27,1981-04-25,32,189,136,11.0,11.0,90.0,7.0,309.0,3.0,1.66667
22050,896,16,10,13,9.0,2013,16,68,2013-10-27,1983-01-11,30,105,88,0.0,0.0,26.0,12.0,62.0,6.0,1.66667
22055,896,18,1,10,14.0,2013,16,68,2013-10-27,1980-01-19,33,245,73,15.0,0.0,60.0,9.0,83.0,5.0,1.66667
22042,896,20,9,1,1.0,2013,16,68,2013-10-27,1987-07-03,26,116,90,35.0,9.0,297.0,1.0,470.0,1.0,1.66667
22044,896,154,208,17,3.0,2013,16,68,2013-10-27,1986-04-17,27,41,34,0.0,2.0,87.0,8.0,285.0,4.0,1.66667
22060,896,807,15,7,19.0,2013,16,68,2013-10-27,1987-08-19,26,54,15,0.0,0.0,39.0,10.0,45.0,7.0,1.66667
22053,896,813,3,18,12.0,2013,16,68,2013-10-27,1985-03-09,28,54,54,1.0,0.0,1.0,17.0,1.0,9.0,1.66667
22049,896,814,10,12,8.0,2013,16,68,2013-10-27,1986-04-16,27,54,54,0.0,0.0,36.0,11.0,68.0,6.0,1.66667
22046,896,815,1,9,5.0,2013,16,68,2013-10-27,1990-01-26,23,53,15,0.0,8.0,23.0,13.0,93.0,5.0,1.66667
22051,896,817,5,11,10.0,2013,16,68,2013-10-27,1989-07-01,24,46,35,0.0,0.0,18.0,14.0,31.0,8.0,1.66667
22054,896,818,5,14,13.0,2013,16,68,2013-10-27,1990-04-25,23,35,35,0.0,0.0,13.0,15.0,32.0,8.0,1.66667
22058,896,820,206,22,17.0,2013,16,68,2013-10-27,1991-04-21,22,15,15,0.0,0.0,0.0,22.0,0.0,10.0,1.66667
22056,896,821,15,16,15.0,2013,16,68,2013-10-27,1991-08-05,22,15,15,0.0,0.0,6.0,16.0,45.0,7.0,1.66667
22057,896,822,3,15,16.0,2013,16,68,2013-10-27,1989-08-28,24,15,15,0.0,1.0,0.0,18.0,1.0,9.0,1.66667
22059,896,824,206,19,18.0,2013,16,68,2013-10-27,1989-08-03,24,15,15,0.0,0.0,0.0,19.0,0.0,10.0,1.66667
22070,897,1,131,4,7.0,2013,17,24,2013-11-03,1985-01-07,28,126,16,22.0,3.0,169.0,4.0,313.0,2.0,0.8
22066,897,3,131,3,3.0,2013,17,24,2013-11-03,1985-06-27,28,144,74,3.0,1.0,144.0,6.0,334.0,2.0,0.8
22068,897,4,6,10,5.0,2013,17,24,2013-11-03,1981-07-29,32,214,74,32.0,11.0,207.0,2.0,309.0,3.0,0.8
22071,897,13,6,7,8.0,2013,17,24,2013-11-03,1981-04-25,32,190,137,11.0,11.0,102.0,8.0,323.0,3.0,0.8
22073,897,16,10,17,10.0,2013,17,24,2013-11-03,1983-01-11,30,106,89,0.0,0.0,28.0,13.0,68.0,6.0,0.8
22065,897,17,9,1,2.0,2013,17,24,2013-11-03,1976-08-27,37,214,126,9.0,35.0,148.0,5.0,470.0,1.0,0.8
22075,897,18,1,12,12.0,2013,17,24,2013-11-03,1980-01-19,33,246,74,15.0,0.0,60.0,9.0,93.0,5.0,0.8
22064,897,20,9,2,1.0,2013,17,24,2013-11-03,1987-07-03,26,117,91,36.0,9.0,322.0,1.0,513.0,1.0,0.8
22067,897,154,208,6,4.0,2013,17,24,2013-11-03,1986-04-17,27,42,35,0.0,2.0,102.0,7.0,297.0,4.0,0.8
22077,897,807,15,5,14.0,2013,17,24,2013-11-03,1987-08-19,26,55,16,0.0,0.0,39.0,11.0,45.0,7.0,0.8
22074,897,813,3,14,11.0,2013,17,24,2013-11-03,1985-03-09,28,55,55,1.0,0.0,1.0,17.0,1.0,9.0,0.8
22069,897,814,10,11,6.0,2013,17,24,2013-11-03,1986-04-16,27,55,55,0.0,0.0,40.0,10.0,77.0,6.0,0.8
22072,897,815,1,8,9.0,2013,17,24,2013-11-03,1990-01-26,23,54,16,0.0,8.0,33.0,12.0,95.0,5.0,0.8
22079,897,817,5,9,16.0,2013,17,24,2013-11-03,1989-07-01,24,47,36,0.0,0.0,19.0,14.0,32.0,8.0,0.8
22080,897,818,5,13,17.0,2013,17,24,2013-11-03,1990-04-25,23,36,36,0.0,0.0,13.0,15.0,32.0,8.0,0.8
22082,897,819,207,19,19.0,2013,17,24,2013-11-03,1990-02-15,23,36,16,0.0,0.0,0.0,20.0,0.0,11.0,0.8
22084,897,820,206,20,21.0,2013,17,24,2013-11-03,1991-04-21,22,16,16,0.0,0.0,0.0,22.0,0.0,10.0,0.8
22076,897,821,15,16,13.0,2013,17,24,2013-11-03,1991-08-05,22,16,16,0.0,0.0,6.0,16.0,45.0,7.0,0.8
22078,897,822,3,15,15.0,2013,17,24,2013-11-03,1989-08-28,24,16,16,0.0,1.0,0.0,18.0,1.0,9.0,0.8
22081,897,823,207,18,18.0,2013,17,24,2013-11-03,1985-04-25,28,16,16,0.0,0.0,0.0,21.0,0.0,11.0,0.8
22083,897,824,206,21,20.0,2013,17,24,2013-11-03,1989-08-03,24,16,16,0.0,0.0,0.0,19.0,0.0,10.0,0.8
22089,898,1,131,5,4.0,2013,18,69,2013-11-17,1985-01-07,28,127,17,22.0,3.0,175.0,4.0,334.0,2.0,0.66667
22094,898,3,131,12,9.0,2013,18,69,2013-11-17,1985-06-27,28,145,75,3.0,1.0,159.0,6.0,348.0,2.0,0.66667
22090,898,4,6,6,5.0,2013,18,69,2013-11-17,1981-07-29,32,215,75,32.0,11.0,217.0,2.0,323.0,3.0,0.66667
22100,898,5,208,8,15.0,2013,18,69,2013-11-17,1981-10-19,32,110,0,1.0,0.0,0.0,0.0,297.0,4.0,0.66667
22098,898,13,6,13,13.0,2013,18,69,2013-11-17,1981-04-25,32,191,138,11.0,11.0,106.0,8.0,333.0,3.0,0.66667
22088,898,17,9,2,3.0,2013,18,69,2013-11-17,1976-08-27,37,215,127,9.0,36.0,166.0,5.0,513.0,1.0,0.66667
22095,898,18,1,15,10.0,2013,18,69,2013-11-17,1980-01-19,33,247,75,15.0,0.0,60.0,9.0,95.0,5.0,0.66667
22086,898,20,9,1,1.0,2013,18,69,2013-11-17,1987-07-03,26,118,92,37.0,9.0,347.0,1.0,553.0,1.0,0.66667
22087,898,154,208,3,2.0,2013,18,69,2013-11-17,1986-04-17,27,43,36,0.0,0.0,114.0,7.0,315.0,4.0,0.66667
22091,898,807,15,4,6.0,2013,18,69,2013-11-17,1987-08-19,26,56,17,0.0,0.0,39.0,11.0,45.0,7.0,0.66667
22102,898,813,3,17,17.0,2013,18,69,2013-11-17,1985-03-09,28,56,56,1.0,0.0,1.0,17.0,1.0,9.0,0.66667
22101,898,814,10,11,16.0,2013,18,69,2013-11-17,1986-04-16,27,56,56,0.0,0.0,48.0,10.0,77.0,6.0,0.66667
22092,898,815,1,7,7.0,2013,18,69,2013-11-17,1990-01-26,23,55,17,0.0,8.0,35.0,12.0,102.0,5.0,0.66667
22096,898,817,5,10,11.0,2013,18,69,2013-11-17,1989-07-01,24,48,37,0.0,0.0,19.0,14.0,32.0,8.0,0.66667
22097,898,818,5,14,12.0,2013,18,69,2013-11-17,1990-04-25,23,37,37,0.0,0.0,13.0,15.0,32.0,8.0,0.66667
22105,898,819,207,22,20.0,2013,18,69,2013-11-17,1990-02-15,23,37,17,0.0,0.0,0.0,20.0,0.0,11.0,0.66667
22106,898,820,206,21,21.0,2013,18,69,2013-11-17,1991-04-21,22,17,17,0.0,0.0,0.0,22.0,0.0,10.0,0.66667
22099,898,821,15,20,14.0,2013,18,69,2013-11-17,1991-08-05,22,17,17,0.0,0.0,6.0,16.0,53.0,7.0,0.66667
22093,898,822,3,9,8.0,2013,18,69,2013-11-17,1989-08-28,24,17,17,0.0,1.0,0.0,18.0,5.0,9.0,0.66667
22104,898,823,207,18,19.0,2013,18,69,2013-11-17,1985-04-25,28,17,17,0.0,0.0,0.0,21.0,0.0,11.0,0.66667
22103,898,824,206,19,18.0,2013,18,69,2013-11-17,1989-08-03,24,17,17,0.0,0.0,0.0,19.0,0.0,10.0,0.66667
22130,900,3,131,3,1.0,2014,1,1,2014-03-16,1985-06-27,28,147,77,3.0,1.0,0.0,0.0,25.0,2.0,1.84615
22133,900,4,6,5,4.0,2014,1,1,2014-03-16,1981-07-29,32,217,77,32.0,11.0,0.0,0.0,0.0,0.0,1.84615
22136,900,8,6,11,7.0,2014,1,1,2014-03-16,1979-10-17,34,194,52,20.0,11.0,0.0,0.0,18.0,3.0,1.84615
22140,900,16,15,13,11.0,2014,1,1,2014-03-16,1983-01-11,31,109,0,0.0,0.0,0.0,0.0,0.0,0.0,1.84615
22132,900,18,1,10,3.0,2014,1,1,2014-03-16,1980-01-19,34,249,77,15.0,0.0,0.0,0.0,0.0,0.0,1.84615
22135,900,807,10,7,6.0,2014,1,1,2014-03-16,1987-08-19,26,58,20,0.0,0.0,0.0,0.0,0.0,0.0,1.84615
22139,900,815,10,16,10.0,2014,1,1,2014-03-16,1990-01-26,24,57,0,0.0,0.0,0.0,0.0,9.0,5.0,1.84615
22137,900,818,5,6,8.0,2014,1,1,2014-03-16,1990-04-25,23,39,39,0.0,0.0,0.0,0.0,0.0,0.0,1.84615
22142,900,820,206,17,13.0,2014,1,1,2014-03-16,1991-04-21,22,19,19,0.0,0.0,0.0,0.0,0.0,0.0,1.84615
22141,900,821,15,20,12.0,2014,1,1,2014-03-16,1991-08-05,22,19,19,0.0,0.0,0.0,0.0,0.0,7.0,1.84615
22134,900,822,3,15,5.0,2014,1,1,2014-03-16,1989-08-28,24,19,19,0.0,0.0,0.0,0.0,10.0,4.0,1.84615
22131,900,825,1,4,2.0,2014,1,1,2014-03-16,1992-10-05,21,0,0,0.0,8.0,0.0,0.0,33.0,1.0,1.84615
22138,900,826,5,8,9.0,2014,1,1,2014-03-16,1994-04-26,19,0,0,0.0,0.0,0.0,0.0,6.0,6.0,1.84615
22152,901,1,131,1,1.0,2014,2,2,2014-03-30,1985-01-07,29,130,20,22.0,4.0,0.0,19.0,25.0,2.0,0.75
22153,901,3,131,3,2.0,2014,2,2,2014-03-30,1985-06-27,28,148,78,4.0,2.0,25.0,1.0,68.0,1.0,0.75
22155,901,4,6,4,4.0,2014,2,2,2014-03-30,1981-07-29,32,218,78,32.0,9.0,12.0,4.0,18.0,3.0,0.75
22163,901,8,6,6,12.0,2014,2,2,2014-03-30,1979-10-17,34,195,53,20.0,11.0,6.0,7.0,30.0,3.0,0.75
22158,901,13,3,13,7.0,2014,2,2,2014-03-30,1981-04-25,32,194,1,11.0,0.0,0.0,20.0,10.0,4.0,0.75
22157,901,18,1,10,6.0,2014,2,2,2014-03-30,1980-01-19,34,250,78,15.0,0.0,15.0,3.0,33.0,1.0,0.75
22154,901,20,9,2,3.0,2014,2,2,2014-03-30,1987-07-03,26,121,95,39.0,0.0,0.0,18.0,0.0,11.0,0.75
22162,901,154,208,15,11.0,2014,2,2,2014-03-30,1986-04-17,27,46,39,0.0,0.0,0.0,15.0,0.0,9.0,0.75
22164,901,155,207,20,13.0,2014,2,2,2014-03-30,1986-09-13,27,61,1,0.0,0.0,0.0,21.0,0.0,10.0,0.75
22156,901,807,10,7,5.0,2014,2,2,2014-03-30,1987-08-19,26,59,21,0.0,0.0,8.0,6.0,9.0,5.0,0.75
22166,901,820,206,21,15.0,2014,2,2,2014-03-30,1991-04-21,22,20,20,0.0,0.0,0.0,13.0,0.0,8.0,0.75
22159,901,822,3,18,8.0,2014,2,2,2014-03-30,1989-08-28,24,20,20,0.0,0.0,10.0,5.0,20.0,4.0,0.75
22160,901,825,1,8,9.0,2014,2,2,2014-03-30,1992-10-05,21,1,1,0.0,8.0,18.0,2.0,43.0,2.0,0.75
22161,901,826,5,11,10.0,2014,2,2,2014-03-30,1994-04-26,19,1,1,0.0,0.0,2.0,9.0,7.0,7.0,0.75
22165,901,828,207,22,14.0,2014,2,2,2014-03-30,1990-09-02,23,1,1,0.0,0.0,0.0,17.0,0.0,10.0,0.75
22174,902,1,131,2,1.0,2014,3,3,2014-04-06,1985-01-07,29,131,21,23.0,4.0,25.0,2.0,68.0,1.0,0.66667
22175,902,3,131,1,2.0,2014,3,3,2014-04-06,1985-06-27,28,149,79,4.0,3.0,43.0,1.0,111.0,1.0,0.66667
22182,902,4,6,9,9.0,2014,3,3,2014-04-06,1981-07-29,32,219,79,32.0,9.0,24.0,3.0,30.0,3.0,0.66667
22183,902,8,6,5,10.0,2014,3,3,2014-04-06,1979-10-17,34,196,54,20.0,11.0,6.0,9.0,33.0,5.0,0.66667
22180,902,13,3,7,7.0,2014,3,3,2014-04-06,1981-04-25,32,195,2,11.0,0.0,6.0,10.0,20.0,4.0,0.66667
22190,902,18,1,6,17.0,2014,3,3,2014-04-06,1980-01-19,34,251,79,15.0,0.0,23.0,4.0,43.0,2.0,0.66667
22179,902,20,9,10,6.0,2014,3,3,2014-04-06,1987-07-03,26,122,96,39.0,0.0,15.0,7.0,15.0,6.0,0.66667
22185,902,154,208,16,12.0,2014,3,3,2014-04-06,1986-04-17,27,47,40,0.0,0.0,0.0,14.0,0.0,9.0,0.66667
22188,902,155,207,18,15.0,2014,3,3,2014-04-06,1986-09-13,27,62,2,0.0,0.0,0.0,18.0,0.0,10.0,0.66667
22178,902,807,10,11,5.0,2014,3,3,2014-04-06,1987-08-19,26,60,22,0.0,0.0,18.0,6.0,19.0,5.0,0.66667
22187,902,813,208,17,14.0,2014,3,3,2014-04-06,1985-03-09,29,60,2,1.0,0.0,0.0,21.0,0.0,8.0,0.66667
22176,902,815,10,4,3.0,2014,3,3,2014-04-06,1990-01-26,24,59,2,0.0,0.0,1.0,13.0,44.0,2.0,0.66667
22177,902,817,9,13,4.0,2014,3,3,2014-04-06,1989-07-01,24,52,2,0.0,38.0,0.0,22.0,35.0,4.0,0.66667
22186,902,820,206,21,13.0,2014,3,3,2014-04-06,1991-04-21,22,21,21,0.0,0.0,0.0,17.0,0.0,11.0,0.66667
22181,902,822,3,3,8.0,2014,3,3,2014-04-06,1989-08-28,24,21,21,0.0,0.0,14.0,8.0,30.0,6.0,0.66667
22189,902,824,206,19,16.0,2014,3,3,2014-04-06,1989-08-03,24,21,21,0.0,0.0,0.0,20.0,0.0,10.0,0.66667
